datetime,open,high,low,close,volume,symbol
2021-01-04 09:30:00,133.371,133.6116,131.45,132.059998,11659134,AAPL
2021-01-04 09:30:00,222.55,223.0,219.2827,220.029999,3037915,MSFT
2021-01-04 09:45:00,132.070007,132.3,131.29379,131.4534,5528644,AAPL
2021-01-04 09:45:00,220.014999,220.39999,219.56,219.78999,1109014,MSFT
2021-01-04 10:00:00,131.45,131.67,130.38,130.5099,6201896,AAPL
2021-01-04 10:00:00,219.81,220.25,219.58211,219.67999,939095,MSFT
2021-01-04 10:15:00,130.5,131.14999,130.47,131.053604,4263471,AAPL
2021-01-04 10:15:00,219.64999,220.61,219.53,220.50999,881586,MSFT
2021-01-04 10:30:00,131.054993,131.31,130.56,131.044998,3883290,AAPL
2021-01-04 10:30:00,220.50999,220.95,220.28,220.78,819165,MSFT
2021-01-04 10:45:00,131.039993,131.25,130.45,130.96831,5249395,AAPL
2021-01-04 10:45:00,220.75999,220.77,218.88,218.92889,1163079,MSFT
2021-01-04 11:00:00,218.95,219.21001,217.42,218.4257,1461011,MSFT
2021-01-04 11:00:00,130.97,131.25,129.39999,130.089996,7297725,AAPL
2021-01-04 11:15:00,130.080002,130.41949,129.8862,129.88989,3704145,AAPL
2021-01-04 11:15:00,218.41,218.52,217.64,218.080002,903884,MSFT
2021-01-04 11:30:00,218.039993,218.050003,217.28,217.49001,896399,MSFT
2021-01-04 11:30:00,129.88271,130.089996,129.27,129.39011,4167987,AAPL
2021-01-04 11:45:00,217.49789,217.5099,216.14,216.27,1131486,MSFT
2021-01-04 11:45:00,129.39999,129.58501,128.78999,128.815,5077853,AAPL
2021-01-04 12:00:00,216.34,216.5,214.81,215.089996,1833011,MSFT
2021-01-04 12:00:00,128.81,128.87,127.11,127.41,8269029,AAPL
2021-01-04 12:15:00,215.080002,216.235,214.89,216.080002,1273542,MSFT
2021-01-04 12:15:00,127.41,128.39999,126.76,128.25,6178841,AAPL
2021-01-04 12:30:00,216.070007,216.070007,215.21001,215.3571,720216,MSFT
2021-01-04 12:30:00,128.2469,128.3101,127.72,127.98,3535557,AAPL
2021-01-04 12:45:00,215.31,215.77789,214.95,215.64,859722,MSFT
2021-01-04 12:45:00,127.9834,128.59,127.6301,128.42,3664100,AAPL
2021-01-04 13:00:00,215.55,216.19,215.27361,215.97,820642,MSFT
2021-01-04 13:00:00,128.41,128.88989,128.050003,128.78,3935494,AAPL
2021-01-04 13:15:00,215.95,216.53999,215.92,216.33,673972,MSFT
2021-01-04 13:15:00,128.77499,129.11,128.62,129.039993,3609912,AAPL
2021-01-04 13:30:00,216.32001,216.67999,216.032104,216.64,656519,MSFT
2021-01-04 13:30:00,129.029999,129.059998,128.595,128.87,2658841,AAPL
2021-01-04 13:45:00,216.63,217.080002,216.45,216.96001,693424,MSFT
2021-01-04 13:45:00,128.89931,129.2,128.83,129.1778,2076183,AAPL
2021-01-04 14:00:00,216.97,217.059998,216.215,216.806,660000,MSFT
2021-01-04 14:00:00,129.1692,129.2,128.62,128.92,3247652,AAPL
2021-01-04 14:15:00,216.78999,217.080002,216.66,216.71001,521626,MSFT
2021-01-04 14:15:00,128.9167,129.17999,128.83031,128.97,2879368,AAPL
2021-01-04 14:30:00,216.74001,216.99001,216.57001,216.7334,586936,MSFT
2021-01-04 14:30:00,128.94,129.17999,128.8,129.050003,2999513,AAPL
2021-01-04 14:45:00,216.72,217.30499,216.1913,217.25,813403,MSFT
2021-01-04 14:45:00,129.039993,129.5791,128.64,129.4921,3837205,AAPL
2021-01-04 15:00:00,217.25999,217.41499,216.76331,217.25,771981,MSFT
2021-01-04 15:00:00,129.492,129.58,129.029999,129.209,3537262,AAPL
2021-01-04 15:15:00,217.255,217.3,216.72,217.1573,594149,MSFT
2021-01-04 15:15:00,129.21001,129.23,128.81,129.074997,2813992,AAPL
2021-01-04 15:30:00,217.14999,217.63,216.78999,217.53999,866773,MSFT
2021-01-04 15:30:00,129.059998,129.42,128.75999,129.28,3844433,AAPL
2021-01-04 15:45:00,217.535,218.24001,217.28999,217.69,2629721,MSFT
2021-01-04 15:45:00,129.28329,129.74001,129.12,129.41,8396028,AAPL
2021-01-05 09:30:00,128.9303,131.28979,128.42999,131.28979,11707194,AAPL
2021-01-05 09:30:00,217.25999,218.28,215.72,218.10471,2627033,MSFT
2021-01-05 09:45:00,218.145,218.52,217.5007,217.74001,984879,MSFT
2021-01-05 09:45:00,131.095001,131.48,130.75999,131.31039,5304808,AAPL
2021-01-05 10:00:00,131.32001,131.74001,130.92,131.4893,4987613,AAPL
2021-01-05 10:00:00,217.74001,218.080002,217.1366,217.35001,806241,MSFT
2021-01-05 10:15:00,217.38,217.72,216.2,216.95,831718,MSFT
2021-01-05 10:15:00,131.4984,131.711,130.7,131.050003,4800115,AAPL
2021-01-05 10:30:00,216.96001,217.41499,216.60001,216.96001,703571,MSFT
2021-01-05 10:30:00,131.073395,131.4193,130.78,130.94991,3378620,AAPL
2021-01-05 10:45:00,216.96001,217.48,216.75,216.78,569568,MSFT
2021-01-05 10:45:00,130.94299,131.2,130.4314,130.52,3308778,AAPL
2021-01-05 11:00:00,216.78,217.14999,216.31,216.42,657720,MSFT
2021-01-05 11:00:00,130.535,130.69,130.1507,130.33501,4342352,AAPL
2021-01-05 11:15:00,130.33,130.42999,129.92999,130.38,3722484,AAPL
2021-01-05 11:15:00,216.41,216.78999,215.98,216.675,730560,MSFT
2021-01-05 11:30:00,130.38,130.67,130.23,130.28661,2790685,AAPL
2021-01-05 11:30:00,216.64999,217.42999,216.62,217.22,670898,MSFT
2021-01-05 11:45:00,130.28999,130.53999,130.2,130.28999,2413679,AAPL
2021-01-05 11:45:00,217.24001,217.74001,217.13,217.35001,558355,MSFT
2021-01-05 12:00:00,130.28999,130.3018,129.95,130.16,2342296,AAPL
2021-01-05 12:00:00,217.36,217.48,216.89999,216.92821,421710,MSFT
2021-01-05 12:15:00,130.14999,130.2699,129.84,130.1499,2773531,AAPL
2021-01-05 12:15:00,216.92999,216.92999,216.32001,216.37,502668,MSFT
2021-01-05 12:30:00,216.38,216.63,216.16,216.285,417883,MSFT
2021-01-05 12:30:00,130.145,130.34,130.10159,130.1367,1797411,AAPL
2021-01-05 12:45:00,130.14,130.17,129.85001,130.145,1876143,AAPL
2021-01-05 12:45:00,216.25,216.48,216.089996,216.44501,409827,MSFT
2021-01-05 13:00:00,130.16,130.235,130.029999,130.095001,1274087,AAPL
2021-01-05 13:00:00,216.45,216.48,216.23,216.38,304561,MSFT
2021-01-05 13:15:00,130.10001,130.14999,129.94009,130.044998,1266761,AAPL
2021-01-05 13:15:00,216.38,216.42999,216.10001,216.14999,365297,MSFT
2021-01-05 13:30:00,130.040802,130.44501,130.039993,130.39,1837878,AAPL
2021-01-05 13:30:00,216.14999,216.59,216.12,216.55,375399,MSFT
2021-01-05 13:45:00,130.39,130.63,130.39,130.629,2303523,AAPL
2021-01-05 13:45:00,216.57001,216.92,216.57001,216.81,388249,MSFT
2021-01-05 14:00:00,216.81,217.64011,216.81,217.54601,586756,MSFT
2021-01-05 14:00:00,130.63,131.17999,130.595,131.13,2926495,AAPL
2021-01-05 14:15:00,131.125,131.25,131.029999,131.11,2620399,AAPL
2021-01-05 14:15:00,217.56,217.7,217.34,217.5425,458926,MSFT
2021-01-05 14:30:00,131.12,131.4025,131.12,131.295,2348531,AAPL
2021-01-05 14:30:00,217.56799,218.070007,217.56799,217.96429,529794,MSFT
2021-01-05 14:45:00,131.3,131.33,130.85001,130.95,2241448,AAPL
2021-01-05 14:45:00,218.0,218.039993,217.56,217.64,481577,MSFT
2021-01-05 15:00:00,217.66789,217.97,217.60001,217.8201,420504,MSFT
2021-01-05 15:00:00,130.96001,131.27,130.86,131.050095,2268443,AAPL
2021-01-05 15:15:00,131.054993,131.1582,130.82001,130.83,2067013,AAPL
2021-01-05 15:15:00,217.85001,217.8551,217.050003,217.070007,583799,MSFT
2021-01-05 15:30:00,217.085205,217.75,216.98,217.735,936896,MSFT
2021-01-05 15:30:00,130.83,131.10001,130.75999,131.080002,2942878,AAPL
2021-01-05 15:45:00,217.71001,218.39,217.61,218.0099945,1612199,MSFT
2021-01-05 15:45:00,131.080002,131.42999,130.84,130.95,5810803,AAPL
2021-01-06 09:30:00,127.72,127.94,126.56,127.46,19252502,AAPL
2021-01-06 09:30:00,212.22,213.5,212.0,212.82899,5637738,MSFT
2021-01-06 09:45:00,212.8,214.35001,212.67999,213.2406,1893872,MSFT
2021-01-06 09:45:00,127.4599,128.52,127.28,128.059998,8146147,AAPL
2021-01-06 10:00:00,213.25,214.7,212.83,214.53999,1437578,MSFT
2021-01-06 10:00:00,128.080002,128.8,127.59,128.32001,6065244,AAPL
2021-01-06 10:15:00,214.53,215.2,214.39,214.77,1437900,MSFT
2021-01-06 10:15:00,128.33501,129.21001,128.125,128.9501,5560633,AAPL
2021-01-06 10:30:00,214.77,215.64999,214.74001,215.6394,959482,MSFT
2021-01-06 10:30:00,128.95799,129.42999,128.8199,129.070007,5760603,AAPL
2021-01-06 10:45:00,215.638,216.14999,215.10001,215.1299,1099547,MSFT
2021-01-06 10:45:00,129.070007,129.74001,128.94,129.3869,5031587,AAPL
2021-01-06 11:00:00,129.39,130.53,129.17371,130.5016,4604986,AAPL
2021-01-06 11:00:00,215.13,215.8,214.86,215.67999,810790,MSFT
2021-01-06 11:15:00,215.66,216.4899,215.58,215.74001,835408,MSFT
2021-01-06 11:15:00,130.49001,131.049896,130.36,130.42,6071773,AAPL
2021-01-06 11:30:00,215.75999,215.89,215.051697,215.4734,679851,MSFT
2021-01-06 11:30:00,130.42999,130.76849,129.89,130.13319,4485175,AAPL
2021-01-06 11:45:00,130.14,130.36,129.96001,130.12,3308627,AAPL
2021-01-06 11:45:00,215.48,215.8002,215.2804,215.50999,479731,MSFT
2021-01-06 12:00:00,130.12,130.64999,130.080002,130.4068,3397749,AAPL
2021-01-06 12:00:00,215.52,216.41,215.52,215.78,648616,MSFT
2021-01-06 12:15:00,215.77,216.42999,215.7,216.070007,661125,MSFT
2021-01-06 12:15:00,130.39999,130.7,130.19,130.325,2375588,AAPL
2021-01-06 12:30:00,130.3293,130.53999,129.92999,130.0099945,2259650,AAPL
2021-01-06 12:30:00,216.050003,216.17,215.72,215.97,436337,MSFT
2021-01-06 12:45:00,130.0099945,130.19,129.88,130.0099945,2333506,AAPL
2021-01-06 12:45:00,215.97501,216.11,215.567,215.7475,515642,MSFT
2021-01-06 13:00:00,130.020004,130.15919,129.92999,130.14079,2259610,AAPL
2021-01-06 13:00:00,215.77,216.029999,215.5302,216.020004,499498,MSFT
2021-01-06 13:15:00,216.029999,216.29469,215.020004,215.10001,664865,MSFT
2021-01-06 13:15:00,130.145,130.25999,129.21001,129.24001,4415511,AAPL
2021-01-06 13:30:00,215.089996,215.73,215.020004,215.67,641568,MSFT
2021-01-06 13:30:00,129.25,129.60001,128.94,129.53,4231050,AAPL
2021-01-06 13:45:00,215.67,215.94,215.3727,215.55991,441966,MSFT
2021-01-06 13:45:00,129.53,129.56,129.22,129.24001,1984880,AAPL
2021-01-06 14:00:00,215.56,215.6899,215.37,215.39999,439884,MSFT
2021-01-06 14:00:00,129.2599,129.45,128.9442,128.94501,2441676,AAPL
2021-01-06 14:15:00,215.4055,215.4182,213.94,213.9901,1153525,MSFT
2021-01-06 14:15:00,128.94501,129.028595,127.75,127.8,6127366,AAPL
2021-01-06 14:30:00,213.99001,215.089996,213.86,214.75,1112284,MSFT
2021-01-06 14:30:00,127.7999,128.22,127.5,127.875,6408618,AAPL
2021-01-06 14:45:00,214.77,214.92,213.87,214.24001,886187,MSFT
2021-01-06 14:45:00,127.88,128.17999,127.099998,127.9399,6652689,AAPL
2021-01-06 15:00:00,214.21001,214.5,213.75,214.080002,843056,MSFT
2021-01-06 15:00:00,127.92,128.22,127.46,128.0099945,4643793,AAPL
2021-01-06 15:15:00,128.0063019,128.069901,126.94,127.48,5712962,AAPL
2021-01-06 15:15:00,214.089996,214.1508,213.0099945,213.42,1103857,MSFT
2021-01-06 15:30:00,127.48,127.59,126.82,127.47,6350305,AAPL
2021-01-06 15:30:00,213.4272,213.64999,212.82001,213.485,1385773,MSFT
2021-01-06 15:45:00,127.44,127.49,126.382,126.59,12802540,AAPL
2021-01-06 15:45:00,213.47,213.48,211.94,212.22,3406572,MSFT
2021-01-07 09:30:00,128.37,128.78999,128.050003,128.44031,12214396,AAPL
2021-01-07 09:30:00,214.039993,216.3199,213.71001,216.23,3293362,MSFT
2021-01-07 09:45:00,216.25,217.19,215.89,216.88,1576151,MSFT
2021-01-07 09:45:00,128.45,129.14,127.86,129.010101,7720190,AAPL
2021-01-07 10:00:00,129.029999,129.89999,128.88,129.8392,6085751,AAPL
2021-01-07 10:00:00,216.92,218.059998,216.8,217.99001,1322560,MSFT
2021-01-07 10:15:00,129.84,130.315,129.67999,129.83501,5993137,AAPL
2021-01-07 10:15:00,217.99001,218.10001,217.018005,217.029999,1029659,MSFT
2021-01-07 10:30:00,129.84,130.23,129.69,130.095001,4114057,AAPL
2021-01-07 10:30:00,217.022095,217.34,216.78999,217.23,781468,MSFT
2021-01-07 10:45:00,217.24001,218.1376,217.0099945,218.1073,893659,MSFT
2021-01-07 10:45:00,130.105,130.56,130.0,130.5406,3816443,AAPL
2021-01-07 11:00:00,218.080002,218.13,217.41,217.64,637330,MSFT
2021-01-07 11:00:00,130.545,131.029999,130.45,130.5399,5027694,AAPL
2021-01-07 11:15:00,130.535,130.7699,130.31,130.565,3460439,AAPL
2021-01-07 11:15:00,217.6474,218.36,217.59,218.24001,752887,MSFT
2021-01-07 11:30:00,130.57001,130.96001,130.44,130.705,2969476,AAPL
2021-01-07 11:30:00,218.25999,218.7711,218.25999,218.3,788066,MSFT
2021-01-07 11:45:00,130.71001,130.75999,130.14,130.32001,2996457,AAPL
2021-01-07 11:45:00,218.3,218.58,218.16,218.28999,639996,MSFT
2021-01-07 12:00:00,218.36,218.46001,217.75999,217.8,490739,MSFT
2021-01-07 12:00:00,130.33,130.425,129.95,130.11,2553428,AAPL
