datetime,open,high,low,close,volume,symbol
2021-01-07 12:15:00,217.84,218.14,217.81,217.99989,375625,MSFT
2021-01-07 12:15:00,130.11,130.3847,129.85001,130.070007,2474439,AAPL
2021-01-07 12:30:00,130.059998,130.53999,130.059998,130.535,2072496,AAPL
2021-01-07 12:30:00,218.0,218.33,217.98,218.085007,381840,MSFT
2021-01-07 12:45:00,130.5399,130.64999,130.42,130.465,1578547,AAPL
2021-01-07 12:45:00,218.089996,218.39999,218.030807,218.14751,348580,MSFT
2021-01-07 13:00:00,130.465,130.545,130.020004,130.258,2147289,AAPL
2021-01-07 13:00:00,218.17999,218.28999,217.64999,217.9534,363619,MSFT
2021-01-07 13:15:00,217.9751,218.25,217.935,218.21001,352692,MSFT
2021-01-07 13:15:00,130.2493,130.52,130.14,130.36,1568182,AAPL
2021-01-07 13:30:00,218.22,218.58,218.2,218.53,421756,MSFT
2021-01-07 13:30:00,130.37,130.56,130.25,130.50999,1874248,AAPL
2021-01-07 13:45:00,218.55,218.63,218.27,218.58,397322,MSFT
2021-01-07 13:45:00,130.5136,130.52,130.21001,130.3,1600408,AAPL
2021-01-07 14:00:00,130.31,130.60001,130.28,130.45,1628270,AAPL
2021-01-07 14:00:00,218.59,218.59,218.17,218.32001,364821,MSFT
2021-01-07 14:15:00,218.32001,218.345,217.87,217.92999,327738,MSFT
2021-01-07 14:15:00,130.455,130.64,130.39,130.61681,1824502,AAPL
2021-01-07 14:30:00,130.62,130.67999,130.4501,130.49001,2250718,AAPL
2021-01-07 14:30:00,217.95,218.295,217.8465,218.23,351190,MSFT
2021-01-07 14:45:00,130.485,130.78,130.42,130.77499,1735487,AAPL
2021-01-07 14:45:00,218.22,218.72,218.14,218.6967,459320,MSFT
2021-01-07 15:00:00,130.78,130.96001,130.46001,130.86,3583072,AAPL
2021-01-07 15:00:00,218.7,218.99001,218.60001,218.78,652744,MSFT
2021-01-07 15:15:00,218.8,219.24789,218.73,219.19,623280,MSFT
2021-01-07 15:15:00,130.87,131.215,130.83321,131.21001,3722511,AAPL
2021-01-07 15:30:00,131.21001,131.35001,131.039993,131.2,3555113,AAPL
2021-01-07 15:30:00,219.19,219.34,218.94,219.020004,766751,MSFT
2021-01-07 15:45:00,219.022995,219.17,218.14999,218.28999,1986153,MSFT
2021-01-07 15:45:00,131.19501,131.63,130.82001,130.86,7248438,AAPL
2021-01-08 09:30:00,218.67999,220.58,218.13,220.16,2482485,MSFT
2021-01-08 09:30:00,132.4565,132.63,131.3381,131.4101,12218433,AAPL
2021-01-08 09:45:00,220.11,220.37,218.8,218.88,975906,MSFT
2021-01-08 09:45:00,131.39999,131.69,130.35001,131.53999,7616288,AAPL
2021-01-08 10:00:00,218.89,219.96001,218.88,219.481,674283,MSFT
2021-01-08 10:00:00,131.55,131.97141,131.23,131.23,4271916,AAPL
2021-01-08 10:15:00,131.21001,131.52921,130.25999,130.39,4869074,AAPL
2021-01-08 10:15:00,219.46001,219.9305,217.92999,218.16499,898747,MSFT
2021-01-08 10:30:00,130.39,131.2599,130.33,131.22,3839422,AAPL
2021-01-08 10:30:00,218.17,219.089996,218.050095,218.825,759909,MSFT
2021-01-08 10:45:00,218.785,219.2899,218.73,218.83,557465,MSFT
2021-01-08 10:45:00,131.2162,131.5,130.92999,131.033096,3248770,AAPL
2021-01-08 11:00:00,218.84,219.39999,218.17,218.2299,585512,MSFT
2021-01-08 11:00:00,131.029999,131.3,130.84,131.0090027,2809946,AAPL
2021-01-08 11:15:00,218.21001,218.21001,217.7231,218.020004,619637,MSFT
2021-01-08 11:15:00,130.99001,131.16,130.6201,131.070007,3175156,AAPL
2021-01-08 11:30:00,218.037903,218.22,217.69,217.89909,555276,MSFT
2021-01-08 11:30:00,131.070007,131.63989,130.9801,131.56,2988189,AAPL
2021-01-08 11:45:00,217.89999,218.28999,217.52,218.255,531089,MSFT
2021-01-08 11:45:00,131.57001,132.25,131.45,132.25,4131764,AAPL
2021-01-08 12:00:00,132.2408,132.57001,131.71899,132.435,4316886,AAPL
2021-01-08 12:00:00,218.25999,218.47,217.78999,218.4073,394826,MSFT
2021-01-08 12:15:00,218.39,218.94,218.3,218.3717,709968,MSFT
2021-01-08 12:15:00,132.44,132.56,131.9801,132.155,2846931,AAPL
2021-01-08 12:30:00,132.155,132.25,131.64999,131.75,2486337,AAPL
2021-01-08 12:30:00,218.3779,218.75,218.25,218.64059,375931,MSFT
2021-01-08 12:45:00,131.755,131.88499,131.52,131.67,1938738,AAPL
2021-01-08 12:45:00,218.60989,218.6499,217.9238,218.14,405669,MSFT
2021-01-08 13:00:00,218.14999,218.32001,217.86,218.21001,407524,MSFT
2021-01-08 13:00:00,131.67,131.795,131.34,131.7267,2131599,AAPL
2021-01-08 13:15:00,218.25,218.25999,217.25,217.75999,531144,MSFT
2021-01-08 13:15:00,131.735,131.735,130.38,131.1199,3926596,AAPL
2021-01-08 13:30:00,217.75,217.89,217.029999,217.48,509974,MSFT
2021-01-08 13:30:00,131.12,131.23,130.23,130.57001,3419466,AAPL
2021-01-08 13:45:00,217.47,217.97,217.44,217.95,410491,MSFT
2021-01-08 13:45:00,130.57001,131.17,130.50999,131.0,2337876,AAPL
2021-01-08 14:00:00,130.99001,131.4292,130.97,131.14999,2138004,AAPL
2021-01-08 14:00:00,217.92999,218.27,217.89011,218.059998,506721,MSFT
2021-01-08 14:15:00,218.070007,218.72,218.0099945,218.64,556790,MSFT
2021-01-08 14:15:00,131.14,131.55,131.030197,131.47,2236132,AAPL
2021-01-08 14:30:00,218.6725,218.81,218.48,218.57001,340035,MSFT
2021-01-08 14:30:00,131.465,131.53999,131.14,131.2263,1717216,AAPL
2021-01-08 14:45:00,131.235,131.55,131.080307,131.44,1974198,AAPL
2021-01-08 14:45:00,218.5737,219.33,218.43851,219.17999,533345,MSFT
2021-01-08 15:00:00,219.17,219.5,219.10001,219.36501,504618,MSFT
2021-01-08 15:00:00,131.44,131.66,131.39,131.595,2204188,AAPL
2021-01-08 15:15:00,131.60001,131.85001,131.46001,131.77499,2586164,AAPL
2021-01-08 15:15:00,219.369,219.66499,219.2623,219.55,584477,MSFT
2021-01-08 15:30:00,131.77,132.059998,131.63499,132.050003,3182944,AAPL
2021-01-08 15:30:00,219.53,219.83,219.3,219.83,708111,MSFT
2021-01-08 15:45:00,132.039993,132.21001,131.94,132.050003,5575679,AAPL
2021-01-08 15:45:00,219.8084,220.2,219.34,219.56,2031849,MSFT
2021-01-11 09:30:00,129.19,129.82001,128.5,129.39371,14309938,AAPL
2021-01-11 09:30:00,218.2682,218.64999,216.74001,217.17999,2304008,MSFT
2021-01-11 09:45:00,129.39391,129.53,128.60001,129.425,5982081,AAPL
2021-01-11 09:45:00,217.21001,217.95,216.85001,217.42,1123406,MSFT
2021-01-11 10:00:00,217.425,218.62,217.0,218.57001,1023558,MSFT
2021-01-11 10:00:00,129.41,130.17,129.37,129.69,5810312,AAPL
2021-01-11 10:15:00,129.69,130.080002,129.58,130.0,3747647,AAPL
2021-01-11 10:15:00,218.53999,218.8363,218.31,218.75999,656243,MSFT
2021-01-11 10:30:00,130.0,130.11,129.55,129.64,3420399,AAPL
2021-01-11 10:30:00,218.75999,218.91,218.61,218.67999,638203,MSFT
2021-01-11 10:45:00,129.64,129.71001,129.3201,129.57001,3065521,AAPL
2021-01-11 10:45:00,218.69,218.7197,218.21001,218.36099,604909,MSFT
2021-01-11 11:00:00,218.3873,218.3873,217.44,217.46001,555159,MSFT
2021-01-11 11:00:00,129.56,129.64,129.029999,129.17,3076318,AAPL
2021-01-11 11:15:00,129.1785,129.58,129.10001,129.5793,2490285,AAPL
2021-01-11 11:15:00,217.46001,218.14,217.44,218.080002,457329,MSFT
2021-01-11 11:30:00,129.55499,129.69,129.39999,129.465,1965535,AAPL
2021-01-11 11:30:00,218.080002,218.5623,218.050003,218.32001,448063,MSFT
2021-01-11 11:45:00,129.4637,129.605,129.3,129.50999,1928622,AAPL
2021-01-11 11:45:00,218.32001,218.4579,217.89999,218.11,333124,MSFT
2021-01-11 12:00:00,218.134,218.27499,217.88,218.13,313483,MSFT
2021-01-11 12:00:00,129.50999,129.72,129.35001,129.6032,1964546,AAPL
2021-01-11 12:15:00,218.16,218.25,217.89999,218.2308,340541,MSFT
2021-01-11 12:15:00,129.6032,129.84,129.6032,129.705,2024856,AAPL
2021-01-11 12:30:00,218.23,218.55,218.12,218.28,502250,MSFT
2021-01-11 12:30:00,129.7,130.054993,129.69,129.86501,2214010,AAPL
2021-01-11 12:45:00,129.8501,129.985,129.49001,129.55,1893728,AAPL
2021-01-11 12:45:00,218.31,218.45,218.17,218.2601,265180,MSFT
2021-01-11 13:00:00,129.545,129.87,129.46001,129.83501,2347572,AAPL
2021-01-11 13:00:00,218.28,218.505,218.25,218.41,239894,MSFT
2021-01-11 13:15:00,129.83501,129.92999,129.45,129.61,2420093,AAPL
2021-01-11 13:15:00,218.44,218.53,217.8,217.89999,359073,MSFT
2021-01-11 13:30:00,129.62,129.64,129.3,129.4715,2735515,AAPL
2021-01-11 13:30:00,217.89999,217.97,217.67,217.80009,296715,MSFT
2021-01-11 13:45:00,129.47771,129.5,129.22,129.345,1751692,AAPL
2021-01-11 13:45:00,217.82001,217.8584,217.50999,217.78999,332990,MSFT
2021-01-11 14:00:00,217.78999,217.8,217.42999,217.46001,417198,MSFT
2021-01-11 14:00:00,129.34801,129.34801,129.10001,129.13989,2041939,AAPL
2021-01-11 14:15:00,129.13499,129.27499,128.9449,129.00079346,2578145,AAPL
2021-01-11 14:15:00,217.46001,217.701,217.27,217.39,420307,MSFT
2021-01-11 14:30:00,217.3083,217.74001,217.22,217.72,339959,MSFT
2021-01-11 14:30:00,129.0,129.17999,128.87,129.10001,2139564,AAPL
2021-01-11 14:45:00,129.095001,129.33,128.965,129.31,2350376,AAPL
2021-01-11 14:45:00,217.7,218.059998,217.59,217.95,398539,MSFT
2021-01-11 15:00:00,217.97,218.029999,217.5,217.56,419831,MSFT
2021-01-11 15:00:00,129.315,129.42,128.92,128.99001,2255967,AAPL
2021-01-11 15:15:00,217.545,217.67,217.13,217.215,574017,MSFT
2021-01-11 15:15:00,128.9816,129.105,128.69,128.7379,3154064,AAPL
2021-01-11 15:30:00,217.22,217.769,217.19,217.61,548299,MSFT
2021-01-11 15:30:00,128.735,128.9702,128.71761,128.89011,2841029,AAPL
2021-01-11 15:45:00,128.89,129.17999,128.86501,128.98,5879377,AAPL
2021-01-11 15:45:00,217.64,218.085007,217.33,217.49001,1735611,MSFT
2021-01-12 09:30:00,216.47,217.10001,215.52,215.72,2093577,MSFT
2021-01-12 09:30:00,128.48,129.69,128.25999,129.1698,9241545,AAPL
2021-01-12 09:45:00,215.73,215.87,214.36501,215.058197,1539442,MSFT
2021-01-12 09:45:00,129.17,129.2299,128.080002,128.36,6744255,AAPL
2021-01-12 10:00:00,215.059998,215.27,214.50999,214.58501,914457,MSFT
2021-01-12 10:00:00,128.36,128.7579,128.17999,128.39999,3509095,AAPL
2021-01-12 10:15:00,214.59,215.66,214.39211,215.405,879676,MSFT
2021-01-12 10:15:00,128.39301,129.13,128.21001,128.99969,3534793,AAPL
2021-01-12 10:30:00,215.41,215.7579,215.25,215.3806,832573,MSFT
2021-01-12 10:30:00,129.029999,129.33,128.75999,129.0099945,3496452,AAPL
2021-01-12 10:45:00,129.039993,129.205,128.82001,128.9101,2644552,AAPL
2021-01-12 10:45:00,215.39,215.75,214.7494,214.78999,789181,MSFT
2021-01-12 11:00:00,214.8,215.505,214.58,215.42,652490,MSFT
2021-01-12 11:00:00,128.91,129.065002,128.60001,129.039993,2915366,AAPL
2021-01-12 11:15:00,129.0224,129.17,128.66,128.7139,2312898,AAPL
2021-01-12 11:15:00,215.44,215.5598,214.742,215.020004,968299,MSFT
2021-01-12 11:30:00,215.029999,215.285,214.77,215.1675,610995,MSFT
2021-01-12 11:30:00,128.71001,128.7202,128.37,128.50999,2626519,AAPL
2021-01-12 11:45:00,128.50999,128.50999,128.14999,128.355,2820271,AAPL
2021-01-12 11:45:00,215.14999,215.2,214.55,214.675,734557,MSFT
2021-01-12 12:00:00,128.36,128.39,126.91,127.135,7182993,AAPL
2021-01-12 12:00:00,214.66991,214.694,213.42,213.535,1145176,MSFT
2021-01-12 12:15:00,127.14,127.62,126.86,127.6063,3875725,AAPL
2021-01-12 12:15:00,213.53709,213.99899,213.32111,213.93539,1324250,MSFT
2021-01-12 12:30:00,213.92999,214.25,213.75,214.16,457708,MSFT
2021-01-12 12:30:00,127.605,127.99,127.48,127.8893,2615642,AAPL
2021-01-12 12:45:00,214.16,214.50999,213.97,214.42,419686,MSFT
2021-01-12 12:45:00,127.875,127.97,127.675,127.945,1688610,AAPL
2021-01-12 13:00:00,214.42999,214.80499,214.34,214.73,367946,MSFT
2021-01-12 13:00:00,127.95,128.12,127.81,128.079895,2235751,AAPL
2021-01-12 13:15:00,214.73,215.23,214.6501,215.0625,480404,MSFT
2021-01-12 13:15:00,128.070007,128.31,127.71,128.2877,2194009,AAPL
2021-01-12 13:30:00,215.059998,215.36,214.88,214.9998,403765,MSFT
2021-01-12 13:30:00,128.2885,128.435,128.14,128.28999,1908513,AAPL
2021-01-12 13:45:00,215.0,215.25999,214.83,215.16,381595,MSFT
2021-01-12 13:45:00,128.295,128.315,128.080002,128.19501,1703996,AAPL
2021-01-12 14:00:00,128.19501,128.64,128.17,128.39,2291417,AAPL
2021-01-12 14:00:00,215.17999,215.64,215.059998,215.5921,668534,MSFT
2021-01-12 14:15:00,128.39,128.58,128.32001,128.491,1815489,AAPL
2021-01-12 14:15:00,215.59,215.64,215.24001,215.25999,507589,MSFT
